"","zipcode","num of physicians","avg graduation year","avg group member"
"10386","74743",31,1999,0
"10387","74745",48,1995,0
"10388","74764",1,2011,19
"10389","74766",4,2007,2
"10390","74801",45,1995,0
"10391","74804",116,1995,0
"10392","74807",1,1980,1
"10393","74825",2,1994,6
"10394","74832",6,1995,12
"10395","74834",9,1997,0
"10396","74848",16,1998,0
"10397","74849",6,1986,6
"10398","74859",25,1999,80.2
"10399","74864",10,2010,3.4
"10400","74868",17,1993,0
"10401","74873",8,1996,1.8
"10402","74881",7,2009,2.7
"10403","74883",5,2001,38.2
"10404","74937",3,2007,8
"10405","74948",4,1999,2
"10406","74954",6,1998,1.3
"10407","74959",2,1989,71
"10408","74960",24,1988,0
"10409","74962",3,1999,1.7
"10410","75001",72,1995,0
"10411","75002",205,2008,0
"10412","75007",87,1992,0
"10413","75009",18,1999,0
"10414","75011",2,1983,0
"10415","75013",201,1996,0
"10416","75017",2,1975,1
"10417","75019",64,1997,0
"10418","75021",20,1994,31
"10419","75023",103,1993,0
"10420","75025",18,2001,8.6
"10421","75028",200,2000,0
"10422","75031",2,2008,1
"10423","75032",100,1996,0
"10424","75033",36,2001,1.5
"10425","75039",207,1993,0
"10426","75040",78,1995,0
"10427","75041",20,1999,1.5
"10428","75043",32,1991,0
"10429","75044",22,1990,0
"10430","75048",9,2001,19.9
"10431","75050",11,1990,0
"10432","75051",47,1990,0
"10433","75054",1,2004,1
"10434","75058",20,1994,31
"10435","75060",11,1994,0
"10436","75063",111,1997,0
"10437","75068",14,2004,4.1
"10438","75074",57,1994,0
"10439","75076",5,2008,1
"10440","75077",61,1995,0
"10441","75081",63,1988,0
"10442","75082",110,1995,0
"10443","75083",2,1982,1
"10444","75087",87,1996,0
"10445","75089",7,1998,395.3
"10446","75090",171,1994,0
"10447","75091",2,1994,2
"10448","75092",140,1994,0
"10449","75094",22,1995,0
"10450","75098",39,1999,0
"10451","75103",51,1996,0
"10452","75104",64,1998,0
"10453","75106",2,1975,1
"10454","75115",151,1993,0
"10455","75116",41,1990,0
"10456","75119",58,1998,0
"10457","75125",2,1995,0
"10458","75126",18,2002,0
"10459","75135",1,1992,1
"10460","75137",21,1998,0
"10461","75140",2,2005,0
"10462","75142",379,1995,0
"10463","75143",9,1983,0
"10464","75144",1,1969,0
"10465","75147",12,2001,0
"10466","75148",4,1986,0
"10467","75151",2,1993,1
"10468","75154",19,1997,0
"10469","75156",23,1997,5.8
"10470","75159",5,1992,9
"10471","75160",85,1991,0
"10472","75163",1,1981,174
"10473","75166",3,1994,3
"10474","75169",3,1994,0
"10475","75180",1,2001,2
"10476","75182",64,1995,0
"10477","75189",7,2000,48.4
"10478","75201",28,1998,0
"10479","75203",75,1995,0
"10480","75205",153,2001,0
"10481","75207",21,1989,8.2
"10482","75209",62,1996,0
"10483","75211",33,1996,0
"10484","75212",4,1985,0
"10485","75214",48,1995,0
"10486","75215",26,1997,0
"10487","75217",22,1992,0
"10488","75220",47,1995,60.5
"10489","75222",1,1998,1
"10490","75226",33,1991,84.4
"10491","75227",70,1996,0
"10492","75228",100,1996,0
"10493","75229",6,1992,0
"10494","75232",9,1986,3.7
"10495","75233",14,1992,0
"10496","75237",202,1996,0
"10497","75238",15,1994,0
"10498","75240",132,1996,0
"10499","75241",2,1998,1
"10500","75244",34,1996,0
"10501","75247",65,1995,0
"10502","75248",49,1987,0
"10503","75252",42,1997,0
"10504","75253",1,1987,1
"10505","75254",126,1995,0
"10506","75263",3,2002,3
"10507","75287",44,1991,0
"10508","75321",8,2011,22
"10509","75342",6,2006,6
"10510","75370",2,2011,1
"10511","75402",61,1995,0
"10512","75407",23,1993,27.2
"10513","75409",8,2004,390.8
"10514","75412",2,2000,11
"10515","75414",1,1985,1
"10516","75417",1,1998,1
"10517","75426",3,1971,0
"10518","75428",19,1993,0
"10519","75440",8,2004,1.5
"10520","75442",4,1999,0
"10521","75446",1,2013,1
"10522","75452",21,1993,30.5
"10523","75454",24,2004,7.8
"10524","75455",91,1994,0
"10525","75457",5,1999,0
"10526","75462",26,1992,0
"10527","75474",12,1993,27.7
"10528","75482",113,1996,0
"10529","75495",32,1994,21.4
"10530","75551",7,1996,0
"10531","75559",2,1999,1
"10532","75563",1,1999,13
"10533","75568",1,1981,1
"10534","75570",14,1996,0
"10535","75604",50,1997,0
"10536","75605",175,1996,0
"10537","75607",1,2011,25
"10538","75633",13,1991,0
"10539","75638",2,1972,0
"10540","75644",15,1993,0
"10541","75647",49,1996,68.9
"10542","75650",3,1997,1
"10543","75653",3,1994,11
"10544","75654",9,2000,0
"10545","75657",5,1999,13
"10546","75662",19,1992,0
"10547","75668",4,1989,13
"10548","75670",78,1996,0
"10549","75672",3,1985,1
"10550","75681",4,2009,6
"10551","75683",1,1971,0
"10552","75684",1,1952,0
"10553","75686",12,1997,0
"10554","75691",6,1992,5.7
"10555","75692",1,1997,1
"10556","75693",2,1993,1
"10557","75706",1,2010,0
"10558","75707",3,1997,0
"10559","75708",115,1995,0
"10560","75741",4,2008,16
"10561","75751",116,1994,0
"10562","75752",5,2004,3.4
"10563","75757",2,1988,1
"10564","75758",23,1995,0
"10565","75760",1,2012,16
"10566","75762",2,1994,133
"10567","75763",20,1994,31
"10568","75764",8,1996,22
"10569","75765",1,1998,0
"10570","75771",28,1993,0
"10571","75773",16,1992,0
"10572","75782",2,1992,1
"10573","75785",61,1994,30.5
"10574","75790",2,1998,0
"10575","75791",22,1995,0
"10576","75801",197,1993,0
"10577","75802",12,1981,6
"10578","75803",2,1997,0
"10579","75831",10,1990,12.4
"10580","75839",10,1994,31
"10581","75840",38,1995,0
"10582","75844",20,1994,31
"10583","75845",1,1987,1
"10584","75855",2,1958,27
"10585","75860",1,1981,0
"10586","75862",55,1994,0
"10587","75901",64,1998,0
"10588","75902",2,1983,19
"10589","75929",2,2010,1
"10590","75931",1,2011,210
"10591","75935",16,1995,0
"10592","75948",8,1998,0
"10593","75951",33,1993,0
"10594","75956",7,1995,0
"10595","75964",28,1997,0
"10596","75966",1,1962,0
"10597","75968",1,2013,8
"10598","75972",25,1992,19.3
"10599","75974",2,2012,1
"10600","75975",8,2002,8
"10601","76002",12,1993,0
"10602","76006",14,2004,0
"10603","76008",19,2001,0
"10604","76009",1,2006,2
"10605","76010",26,1997,0
"10606","76011",80,1996,0
"10607","76014",135,1996,0
"10608","76016",34,1994,0
"10609","76017",69,1996,0
"10610","76018",59,1999,0
"10611","76020",27,1996,0
"10612","76023",21,2002,0
"10613","76031",3,1986,0
"10614","76036",31,1994,0
"10615","76039",8,1999,0
"10616","76040",74,1992,0
"10617","76049",22,1994,7.9
"10618","76052",8,2005,0
"10619","76053",27,1995,0
"10620","76058",11,1994,0
"10621","76059",2,1994,0
"10622","76060",7,2009,14.9
"10623","76062",1,1999,1
"10624","76066",4,1996,110
"10625","76067",112,1994,0
"10626","76068",2,1995,0
"10627","76078",2,1992,1
"10628","76082",6,2004,0
"10629","76084",1,1989,0
"10630","76085",2,2007,1
"10631","76086",183,1994,0
"10632","76087",60,1994,0
"10633","76092",364,1999,0
"10634","76093",2,2006,1
"10635","76099",2,2004,28
"10636","76103",16,1995,0
"10637","76105",3,1987,0
"10638","76106",23,1994,0
"10639","76108",20,1997,0
"10640","76110",40,1995,0
"10641","76111",21,1993,0
"10642","76112",32,1992,0
"10643","76114",14,1991,0
"10644","76115",21,1991,0
"10645","76116",74,1994,0
"10646","76117",16,1993,0
"10647","76118",26,1993,0
"10648","76119",13,2002,179.2
"10649","76120",11,1994,0
"10650","76123",12,1999,0
"10651","76126",42,2001,0
"10652","76127",1,2001,1
"10653","76133",52,1994,0
"10654","76134",3,1985,0
"10655","76135",35,1992,0
"10656","76137",67,1996,58.8
"10657","76140",2,2000,0
"10658","76148",26,1995,0
"10659","76164",4,1990,0
"10660","76177",10,2001,0
"10661","76179",27,1999,0
"10662","76182",9,1992,0
"10663","76202",8,1992,11
"10664","76205",46,1990,0
"10665","76207",11,1997,0
"10666","76208",60,1999,0
"10667","76209",6,1991,0
"10668","76225",6,1990,3
"10669","76226",6,1990,1.2
"10670","76227",19,2003,15.8
"10671","76230",19,1993,19
"10672","76234",159,1997,0
"10673","76240",134,1997,0
"10674","76241",1,2003,1
"10675","76244",81,2004,49.6
"10676","76247",23,1998,0
"10677","76248",136,1997,0
"10678","76249",6,2006,1.7
"10679","76252",11,1992,0
"10680","76255",29,1995,22.5
"10681","76258",29,1996,0
"10682","76262",123,2002,0
"10683","76266",5,1996,0
"10684","76272",1,2001,0
"10685","76273",20,1996,0
"10686","76300",2,1974,1
"10687","76308",76,1993,0
"10688","76309",41,1991,0
"10689","76312",18,1990,17
"10690","76354",16,1992,0
"10691","76360",7,2008,0
"10692","76367",23,1994,27.1
"10693","76371",22,1996,28.5
"10694","76374",4,1992,0
"10695","76380",37,1989,0
"10696","76384",33,1989,0
"10697","76416",1,1965,93
"10698","76424",59,1996,0
"10699","76426",28,1997,0
"10700","76430",9,2002,7.7
"10701","76431",1,2000,0
"10702","76437",3,2000,0
"10703","76442",10,1991,0
"10704","76443",3,1991,10
"10705","76444",22,1995,30.4
"10706","76446",12,1994,0
"10707","76448",14,1997,21.1
"10708","76450",34,1989,0
"10709","76454",1,1991,1
"10710","76455",1,2006,0
"10711","76458",24,1994,0
"10712","76470",1,1979,0
"10713","76475",1,1999,0
"10714","76476",1,1981,1
"10715","76483",1,1995,1
"10716","76501",24,1994,0
"10717","76502",197,1995,0
"10718","76504",122,1996,0
"10719","76513",20,1995,0
"10720","76520",8,1999,0
"10721","76522",81,2002,0
"10722","76531",38,1997,0
"10723","76541",27,1988,0
"10724","76542",53,1995,0
"10725","76543",33,1991,0
"10726","76547",1,1990,1
"10727","76549",97,1994,0
"10728","76550",85,1996,0
"10729","76569",1,1980,2
"10730","76574",22,1992,0
"10731","76629",10,1994,31
"10732","76634",29,1998,0
"10733","76642",21,1995,0
"10734","76643",12,1994,0
"10735","76645",26,1991,0
"10736","76646",2,2006,25
"10737","76648",1,1994,0
"10738","76652",2,2013,11
"10739","76655",1,1955,0
"10740","76661",30,1993,0
"10741","76664",1,1982,6
"10742","76665",20,1994,31
"10743","76667",69,1995,0
"10744","76689",20,1994,31
"10745","76691",4,1988,0
"10746","76692",11,1999,0
"10747","76693",12,1994,26
"10748","76701",41,1994,0
"10749","76704",10,1994,31
"10750","76706",1,1982,0
"10751","76707",45,1999,41.4
"10752","76708",35,1994,23.2
"10753","76801",86,1989,0
"10754","76802",4,2000,0
"10755","76821",6,1995,0
"10756","76823",13,1996,0
"10757","76825",17,1990,0
"10758","76834",27,1996,0
"10759","76837",21,1994,29.6
"10760","76844",14,1997,0
"10761","76849",6,1991,0
"10762","76877",23,1994,0
"10763","76878",2,2001,174
"10764","76901",20,1996,0
"10765","76904",202,1996,0
"10766","76905",2,1970,228
"10767","76936",3,1993,0
"10768","76943",1,1985,228
"10769","76950",7,1989,5.3
"10770","76951",22,1995,28.3
"10771","77002",213,1992,0
"10772","77003",11,1992,0
"10773","77006",98,1998,0
"10774","77009",5,1996,0
"10775","77010",94,1992,343.3
"10776","77011",9,1983,6.1
"10777","77012",1,1981,1
"10778","77013",20,1993,17.2
"10779","77016",4,1990,1.5
"10780","77017",9,1986,106.4
"10781","77018",91,1999,0
"10782","77019",31,1999,0
"10783","77020",2,1990,1
"10784","77021",18,1996,0
"10785","77022",9,1991,0
"10786","77023",16,1980,0
"10787","77026",11,1998,0
"10788","77028",8,2003,0
"10789","77031",6,1985,0
"10790","77032",2,2005,1
"10791","77033",2,1986,0
"10792","77034",36,1987,0
"10793","77035",27,1992,0
"10794","77037",13,1997,0
"10795","77038",1,2002,1
"10796","77039",11,1997,7.7
"10797","77040",34,1995,0
"10798","77041",13,1992,330.2
"10799","77042",32,1995,0
"10800","77043",48,1988,0
"10801","77044",9,2003,1.4
"10802","77045",5,1996,0
"10803","77046",18,2008,0
"10804","77047",6,2002,1.3
"10805","77049",7,1999,0
"10806","77050",2,1985,1
"10807","77051",6,1986,0
"10808","77053",2,1976,2
"10809","77055",126,1993,0
"10810","77056",179,2004,0
"10811","77058",318,1997,0
"10812","77059",4,1997,13.2
"10813","77060",67,1987,0
"10814","77061",14,1992,24
"10815","77062",101,1994,0
"10816","77063",152,1992,0
"10817","77064",50,1995,20.9
"10818","77065",307,1996,0
"10819","77066",3,1997,0
"10820","77067",10,1996,0
"10821","77068",15,1989,2.1
"10822","77069",137,1996,0
"10823","77071",7,1991,0
"10824","77072",49,1993,0
"10825","77073",12,1990,2.2
"10826","77075",23,1999,20.8
"10827","77076",72,1986,0
"10828","77077",72,1998,0
"10829","77078",4,2000,0
"10830","77079",166,1996,0
"10831","77080",22,1992,0
"10832","77081",77,1990,0
"10833","77083",15,1994,0
"10834","77084",55,1995,0
"10835","77085",3,1992,1
"10836","77086",2,1998,0
"10837","77088",27,1995,104.4
"10838","77092",17,1993,0
"10839","77093",6,1988,1
"10840","77094",71,1995,0
"10841","77096",45,1992,0
"10842","77098",125,1990,0
"10843","77099",33,1991,0
"10844","77204",113,1998,88.8
"10845","77210",22,1992,13
"10846","77301",26,1998,0
"10847","77303",5,1995,0
"10848","77308",282,2000,1463
"10849","77316",11,1999,0
"10850","77318",1,2009,1
"10851","77320",6,1990,3
"10852","77325",9,1996,9
"10853","77327",42,1994,0
"10854","77331",1,1977,1
"10855","77336",4,1990,2
"10856","77340",257,1993,0
"10857","77345",8,1999,1.5
"10858","77346",58,2001,0
"10859","77351",110,1994,0
"10860","77355",5,1992,1.4
"10861","77356",34,1998,0
"10862","77357",3,1988,1
"10863","77362",1,2012,1
"10864","77365",8,1994,0
"10865","77373",4,1981,0
"10866","77377",31,1995,0
"10867","77378",4,1997,0
"10868","77379",189,1999,0
"10869","77385",32,1998,0
"10870","77386",45,1999,0
"10871","77388",29,2000,0
"10872","77389",1,1969,0
"10873","77396",50,1994,312.3
"10874","77406",15,1996,2.6
"10875","77407",5,2003,0
"10876","77414",149,1996,0
"10877","77418",12,1986,0
"10878","77422",15,1997,15
"10879","77423",20,1994,31
"10880","77433",33,1999,0
"10881","77437",62,1993,0
"10882","77441",7,2009,3
"10883","77445",2,1997,0
"10884","77449",17,1997,0
"10885","77461",2,1997,22.5
"10886","77465",3,1995,3
"10887","77469",153,1994,0
"10888","77471",40,1991,0
"10889","77474",9,1996,0
"10890","77477",9,1980,0
"10891","77480",46,1996,0
"10892","77484",1,2009,1
"10893","77485",1,2002,0
"10894","77486",7,1994,3.9
"10895","77489",7,1993,0
"10896","77493",54,1993,0
"10897","77494",177,2000,0
"10898","77496",2,2005,1
"10899","77498",11,1994,0
"10900","77502",12,1983,0
"10901","77503",31,1992,235.8
"10902","77504",294,1994,0
"10903","77506",6,1988,0
"10904","77510",7,1995,0
"10905","77511",57,1993,0
"10906","77514",8,1983,2.2
"10907","77518",3,1999,3
"10908","77519",1,1994,0
"10909","77520",43,1993,0
"10910","77523",9,1989,2.6
"10911","77530",12,1985,0
"10912","77531",20,1994,31
"10913","77532",12,1998,77.2
"10914","77535",28,1993,0
"10915","77536",33,1992,0
"10916","77546",121,1996,0
"10917","77550",58,1992,0
"10918","77551",26,2000,0
"10919","77554",13,1994,25
"10920","77563",1,1963,0
"10921","77565",4,1996,0
"10922","77566",163,1991,0
"10923","77568",26,1994,24.5
"10924","77571",42,1997,15.5
"10925","77575",27,1995,0
"10926","77578",3,1985,0
"10927","77580",4,1996,2
"10928","77583",2,1987,0
"10929","77586",7,1988,0
"10930","77590",55,1996,0
"10931","77591",165,1992,0
"10932","77611",4,1991,17
"10933","77612",2,1993,0
"10934","77613",2,1975,2
"10935","77619",16,1985,0
"10936","77625",3,1999,1
"10937","77627",51,1992,0
"10938","77630",40,1995,0
"10939","77632",7,2000,1.9
"10940","77640",42,1991,0
"10941","77651",37,1995,0
"10942","77656",19,1997,3.3
"10943","77659",1,1984,0
"10944","77662",6,1979,0
"10945","77665",4,1996,3.2
"10946","77703",6,1983,0
"10947","77705",6,1993,3
"10948","77706",143,1994,0
"10949","77708",2,1990,0
"10950","77713",3,1980,70.7
"10951","77749",2,2009,1
"10952","77801",3,1992,0
"10953","77802",474,1995,0
"10954","77803",4,1980,1.5
"10955","77807",10,2000,71.8
"10956","77808",1,2012,98
"10957","77836",4,1987,0
"10958","77850",2,1992,0
"10959","77857",1,1967,1
"10960","77859",14,1993,0
"10961","77864",4,1993,49.5
"10962","77868",11,1990,2.1
"10963","77930",2,1993,1
"10964","77954",41,1994,0
"10965","77957",10,2003,7.7
"10966","77962",22,1993,28.3
"10967","77964",29,1992,0
"10968","77975",1,2008,44
"10969","77984",7,2000,8.9
"10970","77995",9,1990,0
"10971","78003",37,1995,0
"10972","78009",20,1996,6.2
"10973","78013",13,1995,0
"10974","78014",1,1989,1
"10975","78015",16,1996,136.9
"10976","78016",3,1995,1
"10977","78017",17,1980,7.6
"10978","78022",11,1996,47.3
"10979","78040",10,1990,0
"10980","78043",33,1994,0
"10981","78046",9,1997,2.3
"10982","78052",6,2002,0
"10983","78053",3,2008,44
"10984","78061",27,1994,0
"10985","78063",1,2007,1
"10986","78064",73,1994,0
"10987","78065",10,1994,31
"10988","78070",20,1996,0
"10989","78071",1,2003,1
"10990","78076",15,1985,26.1
"10991","78102",67,1992,0
"10992","78108",2,2001,1
"10993","78109",23,1992,0
"10994","78114",117,2000,0
"10995","78118",11,1996,32.2
"10996","78119",29,1995,0
"10997","78121",29,1995,0
"10998","78130",470,1999,0
"10999","78131",2,1984,1
"11000","78132",28,1999,0
"11001","78133",8,1996,0
"11002","78140",4,1984,12
"11003","78148",8,1989,0
"11004","78163",12,1995,21.1
"11005","78164",1,2008,44
"11006","78202",10,1986,0
"11007","78206",25,1995,27
"11008","78207",412,1998,0
"11009","78208",20,1994,31
"11010","78210",13,1988,0
"11011","78211",33,1993,0
"11012","78213",33,1995,0
"11013","78214",60,1998,0
"11014","78218",66,1992,0
"11015","78219",2,1981,429
"11016","78220",5,2003,3.4
"11017","78222",51,1996,0
"11018","78223",56,1998,0
"11019","78224",119,1993,0
"11020","78225",4,1998,8
"11021","78226",4,2002,238
"11022","78227",19,1989,93.9
"11023","78232",214,1992,0
"11024","78235",43,1998,0
"11025","78237",31,1994,0
"11026","78238",48,1994,0
"11027","78239",46,1995,38.3
"11028","78244",1,2003,0
"11029","78245",37,1994,0
"11030","78247",36,2000,0
"11031","78248",13,1993,0
"11032","78249",91,1994,0
"11033","78250",8,1998,0
"11034","78253",4,2003,0
"11035","78254",4,1998,0
"11036","78255",4,1976,1
"11037","78256",13,1992,0
"11038","78257",193,1994,0
"11039","78259",35,1997,0
"11040","78260",13,1995,74.7
"11041","78261",31,2000,0
"11042","78263",4,2000,2
"11043","78266",5,1982,6.4
"11044","78334",11,1992,12
"11045","78355",7,1988,4
"11046","78362",5,1994,0
"11047","78363",23,1991,0
"11048","78368",1,1981,1
"11049","78373",4,1996,2
"11050","78374",24,1996,0
"11051","78375",1,1979,1
"11052","78377",20,2002,0
"11053","78380",4,2006,171.8
"11054","78382",49,1993,0
"11055","78387",1,1996,0
"11056","78390",1,1983,1
"11057","78401",12,1996,0
"11058","78408",1,1969,1
"11059","78410",51,1993,0
"11060","78413",45,1988,0
"11061","78415",35,2002,43.9
"11062","78416",56,1996,0
"11063","78417",2,1982,2
"11064","78418",16,1997,0
"11065","78501",128,1988,0
"11066","78504",149,1991,0
"11067","78516",6,1989,0
"11068","78537",21,1988,0
"11069","78538",1,1991,1
"11070","78541",2,1987,0
"11071","78542",4,2002,2
"11072","78543",13,1991,3.4
"11073","78551",7,1985,7
"11074","78552",9,1987,0
"11075","78559",2,1992,1
"11076","78560",12,1993,2.8
"11077","78566",2,2006,1
"11078","78570",14,1990,8.9
"11079","78572",127,1992,0
"11080","78573",8,1992,1.5
"11081","78574",9,1988,0
"11082","78576",3,2005,1
"11083","78578",3,1986,0
"11084","78580",31,1991,0
"11085","78584",7,2002,2.7
"11086","78586",17,1993,5.6
"11087","78589",4,1990,0
"11088","78597",1,2012,1
"11089","78599",4,2005,0
"11090","78605",20,1994,31
"11091","78606",7,1990,0
"11092","78610",9,2001,0
"11093","78620",62,1995,0
"11094","78621",12,1993,0
"11095","78628",97,1995,0
"11096","78629",49,1993,0
"11097","78636",2,1988,29
"11098","78639",38,1995,32.1
"11099","78640",169,1997,0
"11100","78641",34,2003,0
"11101","78642",9,1987,0
"11102","78644",43,1994,0
"11103","78645",16,1999,0
"11104","78648",14,1996,0
"11105","78652",25,1994,0
"11106","78653",6,2005,20.3
"11107","78657",2,2003,12
"11108","78660",82,1997,0
"11109","78676",43,1999,0
"11110","78702",81,1996,0
"11111","78703",68,1998,0
"11112","78717",66,1999,15.7
"11113","78721",41,1994,0
"11114","78722",9,1993,8.7
"11115","78723",219,1996,0
"11116","78724",20,1994,31
"11117","78726",16,1995,0
"11118","78727",48,1999,17.9
"11119","78728",16,1995,0
"11120","78729",23,1997,0
"11121","78730",13,2003,6.8
"11122","78732",8,1999,17.4
"11123","78733",16,1997,23.5
"11124","78735",115,1998,0
"11125","78736",6,2008,3
"11126","78737",23,1997,0
"11127","78738",79,2001,0
"11128","78739",2,2000,1
"11129","78741",33,1993,0
"11130","78744",12,1995,39
"11131","78745",374,1995,0
"11132","78747",11,2000,0
"11133","78748",66,1999,0
"11134","78750",106,1996,0
"11135","78752",65,2000,0
"11136","78757",188,1995,0
"11137","78787",1,2006,1
"11138","78806",2,2004,5
"11139","78833",1,2008,44
"11140","78834",9,1979,0
"11141","78839",4,1984,1
"11142","78840",92,1995,0
"11143","78852",84,1991,0
"11144","78880",6,2002,3
"11145","78924",1,1978,1
"11146","78934",25,1995,0
"11147","78941",20,1994,31
"11148","78956",5,1998,0
"11149","78957",3,1995,0
"11150","78962",7,1989,3.6
"11151","79007",27,1995,0
"11152","79009",2,2004,0
"11153","79012",1,1977,0
"11154","79014",5,1991,0
"11155","79015",40,1997,18.9
"11156","79019",2,2005,22.5
"11157","79022",12,1998,0
"11158","79027",5,1989,0
"11159","79029",36,1996,0
"11160","79035",4,1995,13.2
"11161","79045",25,2002,0
"11162","79068",5,1999,12
"11163","79069",20,1994,31
"11164","79070",7,1988,1.9
"11165","79072",54,1998,0
"11166","79073",1,1985,0
"11167","79079",4,1978,0
"11168","79081",8,2004,3
"11169","79084",2,1998,2
"11170","79086",1,1985,0
"11171","79088",5,1997,0
"11172","79095",12,1997,26.2
"11173","79096",3,1976,1
"11174","79101",8,1982,0
"11175","79102",24,1991,0
"11176","79107",21,1998,0
"11177","79109",96,2000,0
"11178","79110",7,2000,8.9
"11179","79119",47,1994,0
"11180","79121",9,2000,0
"11181","79124",61,1995,0
"11182","79225",9,1985,3
"11183","79226",1,1982,0
"11184","79235",1,2008,0
"11185","79241",4,1990,0
"11186","79245",1,1980,0
"11187","79252",2,1994,2
"11188","79261",1,1985,1
"11189","79311",1,1992,1
"11190","79316",19,1996,0
"11191","79322",2,1982,0
"11192","79323",5,1990,0
"11193","79325",1,2008,1
"11194","79331",19,1998,0
"11195","79336",45,1997,0
"11196","79339",26,1996,24.2
"11197","79346",1,1982,1
"11198","79347",8,1987,0
"11199","79357",10,1994,31
"11200","79360",22,2000,0
"11201","79371",3,1999,3
"11202","79373",15,1996,0
"11203","79382",2,2004,47
"11204","79401",4,1991,1.8
"11205","79404",36,2002,0
"11206","79408",1,1988,0
"11207","79411",1,1997,1
"11208","79413",64,2002,0
"11209","79414",28,1988,0
"11210","79423",81,2000,0
"11211","79501",3,1977,0
"11212","79502",2,1998,2
"11213","79504",6,1996,13.2
"11214","79510",6,2002,10
"11215","79512",26,1993,0
"11216","79520",26,1993,0
"11217","79521",12,1997,6
"11218","79525",2,1999,0
"11219","79529",15,1994,22
"11220","79536",2,1972,0
"11221","79545",1,2011,0
"11222","79546",16,1986,4
"11223","79553",6,1994,0
"11224","79556",47,1994,39.7
"11225","79562",1,1976,19
"11226","79563",1,2013,1
"11227","79567",4,1986,0
"11228","79602",16,1991,0
"11229","79603",6,1988,0
"11230","79605",25,1990,0
"11231","79699",1,1986,0
"11232","79703",95,1996,0
"11233","79705",53,1994,0
"11234","79706",25,1997,25
"11235","79714",25,1998,0
"11236","79731",3,1996,15.3
"11237","79734",2,1984,1
"11238","79735",25,1994,0
"11239","79744",2,1982,2
"11240","79745",3,1986,0
"11241","79752",2,1989,2
"11242","79760",7,1997,2.7
"11243","79762",60,1995,0
"11244","79764",23,2003,14.4
"11245","79765",62,1994,0
"11246","79772",34,1992,9.6
"11247","79778",2,2002,1
"11248","79782",50,1994,15.1
"11249","79821",4,1993,0
"11250","79830",33,1996,0
"11251","79835",1,1994,6
"11252","79843",5,2000,2.6
"11253","79845",4,2002,110
"11254","79855",6,1989,3
"11255","79903",30,1994,0
"11256","79904",23,1995,0
"11257","79907",47,1995,0
"11258","79915",67,1996,0
"11259","79922",12,1989,1.5
"11260","79924",52,1995,0
"11261","79925",255,1996,0
"11262","79927",5,2005,0
"11263","79928",8,2006,5.5
"11264","79930",1,1980,0
"11265","79932",7,1983,7.4
"11266","79934",6,2002,159.3
"11267","79935",55,1998,0
"11268","79936",195,1995,0
"11269","79938",34,1994,0
"11270","80002",73,1993,0
"11271","80003",89,1996,0
"11272","80004",34,1992,0
"11273","80005",37,1993,0
"11274","80007",7,2000,121
"11275","80010",4,1997,4
"11276","80011",38,1991,0
"11277","80013",30,1996,0
"11278","80015",22,1998,0
"11279","80016",64,1998,0
"11280","80017",3,1981,0
"11281","80020",114,2000,0
"11282","80021",34,1997,0
"11283","80022",8,2004,1.5
"11284","80030",7,2006,0
"11285","80031",87,1996,0
"11286","80107",6,1988,2
"11287","80108",28,1997,0
"11288","80109",68,1992,0
"11289","80120",348,1995,0
"11290","80121",41,1989,0
"11291","80122",175,1993,0
"11292","80124",310,1997,0
"11293","80125",7,1993,131.4
"11294","80126",39,2003,25.4
"11295","80128",28,1993,0
"11296","80129",62,1996,0
"11297","80130",67,1995,10
"11298","80132",55,1996,0
"11299","80134",104,1996,0
"11300","80136",8,1993,17.5
"11301","80138",192,1997,0
"11302","80156",1,1999,0
"11303","80202",85,1993,0
"11304","80205",31,1999,0
"11305","80207",18,2008,17
"11306","80209",93,1994,0
"11307","80211",66,1994,0
"11308","80216",18,2004,54.8
"11309","80217",4,2008,2
"11310","80219",17,1981,0
"11311","80221",13,1984,5.6
"11312","80222",297,1995,0
"11313","80223",1,1987,1
"11314","80224",61,1998,0
"11315","80226",119,1999,0
"11316","80227",55,1994,0
"11317","80230",96,1996,0
"11318","80231",21,1986,0
"11319","80232",17,1984,0
"11320","80234",69,1996,0
"11321","80235",7,1984,0
"11322","80236",3,1991,0
"11323","80237",24,1988,0
"11324","80238",14,2000,36
"11325","80239",1,1982,10
"11326","80241",20,2006,5.5
"11327","80246",120,1993,0
"11328","80247",9,1997,238.8
"11329","80249",35,1996,44.4
"11330","80250",2,1990,1
"11331","80266",4,1977,2
"11332","80301",143,1993,0
"11333","80302",67,1989,0
"11334","80303",139,1997,0
"11335","80305",19,1990,0
"11336","80309",3,1978,0
"11337","80338",3,2010,47
"11338","80403",75,1998,56.6
"11339","80421",66,1996,33
"11340","80424",14,1998,0
"11341","80435",10,1997,2.9
"11342","80439",69,1997,0
"11343","80440",38,1996,28.8
"11344","80442",2,1996,1
"11345","80446",7,1993,13.9
"11346","80451",2,2002,274
"11347","80452",2,1982,0
"11348","80459",20,1998,12
"11349","80461",6,1999,2
"11350","80466",4,1987,0
"11351","80467",2,1990,2
"11352","80477",2,1995,1
"11353","80482",2,1989,2
"11354","80498",7,1987,0
"11355","80503",33,1995,0
"11356","80504",24,2000,15.4
"11357","80513",7,1988,0
"11358","80514",2,1974,9.5
"11359","80516",12,1998,1.5
"11360","80517",33,1998,0
