"","ZIPCODE","total_income"
"15499",7945,1428997
"15500",7946,223657
"15501",7950,1120258
"15502",7960,3223398
"15503",7974,884767
"15504",7976,601375
"15505",7980,143487
"15506",7981,466616
"15507",8002,764297
"15508",8003,1802568
"15509",8004,332532
"15510",8005,677084
"15511",8007,144674
"15512",8008,387484
"15513",8009,424015
"15514",8010,255199
"15515",8012,1118895
"15516",8014,13203
"15517",8015,436674
"15518",8016,943481
"15519",8019,29823
"15520",8020,90732
"15521",8021,987768
"15522",8022,389323
"15523",8026,77360
"15524",8027,139776
"15525",8028,455754
"15526",8029,117366
"15527",8030,254072
"15528",8031,265673
"15529",8033,1104294
"15530",8034,782509
"15531",8035,312875
"15532",8036,258707
"15533",8037,690064
"15534",8041,36555
"15535",8043,1487133
"15536",8045,62335
"15537",8046,729116
"15538",8048,488209
"15539",8049,130430
"15540",8050,761286
"15541",8051,330570
"15542",8052,492985
"15543",8053,1973279
"15544",8054,1944856
"15545",8055,1564840
"15546",8056,234881
"15547",8057,1560563
"15548",8059,149420
"15549",8060,725904
"15550",8061,125051
"15551",8062,784018
"15552",8063,70866
"15553",8065,212566
"15554",8066,151309
"15555",8067,56422
"15556",8068,156765
"15557",8069,247444
"15558",8070,353496
"15559",8071,291176
"15560",8075,849601
"15561",8077,766927
"15562",8078,195691
"15563",8079,228411
"15564",8080,1473197
"15565",8081,1414598
"15566",8083,275267
"15567",8084,187890
"15568",8085,757603
"15569",8086,269470
"15570",8087,656014
"15571",8088,909958
"15572",8089,101852
"15573",8090,266310
"15574",8091,140920
"15575",8092,131938
"15576",8093,214431
"15577",8094,1081654
"15578",8096,1047722
"15579",8097,97372
"15580",8098,316145
"15581",8102,63654
"15582",8103,109297
"15583",8104,198288
"15584",8105,284037
"15585",8106,298884
"15586",8107,324136
"15587",8108,633605
"15588",8109,578430
"15589",8110,351571
"15590",8201,278349
"15591",8202,92135
"15592",8203,293684
"15593",8204,496784
"15594",8205,784374
"15595",8210,470971
"15596",8215,338089
"15597",8221,410584
"15598",8223,154987
"15599",8225,282836
"15600",8226,488141
"15601",8230,216377
"15602",8232,279450
"15603",8234,1243178
"15604",8241,41672
"15605",8242,78202
"15606",8243,89455
"15607",8244,288104
"15608",8247,58727
"15609",8251,185990
"15610",8260,315377
"15611",8270,185799
"15612",8302,791590
"15613",8310,42260
"15614",8311,43027
"15615",8312,192013
"15616",8314,6130
"15617",8317,33486
"15618",8318,370126
"15619",8319,39360
"15620",8322,319722
"15621",8323,24325
"15622",8324,9126
"15623",8326,32767
"15624",8327,17265
"15625",8328,33357
"15626",8330,742341
"15627",8332,755212
"15628",8340,25925
"15629",8341,33406
"15630",8343,153961
"15631",8344,150146
"15632",8345,15543
"15633",8346,16806
"15634",8348,8131
"15635",8349,32997
"15636",8350,18677
"15637",8353,15574
"15638",8360,788758
"15639",8361,581760
"15640",8401,508191
"15641",8402,298011
"15642",8403,62803
"15643",8406,290463
"15644",8501,343666
"15645",8502,832367
"15646",8505,636604
"15647",8510,284255
"15648",8511,26342
"15649",8512,621935
"15650",8514,189746
"15651",8515,254089
"15652",8518,165953
"15653",8520,1031333
"15654",8525,303052
"15655",8527,1910130
"15656",8528,20587
"15657",8530,423688
"15658",8533,245481
"15659",8534,1144735
"15660",8535,338724
"15661",8536,935947
"15662",8540,4121753
"15663",8542,263147
"15664",8550,1684908
"15665",8551,365861
"15666",8553,44522
"15667",8554,107973
"15668",8558,761863
"15669",8559,342048
"15670",8560,256042
"15671",8562,142389
"15672",8608,9349
"15673",8609,148458
"15674",8610,753140
"15675",8611,282379
"15676",8618,632213
"15677",8619,769456
"15678",8620,440138
"15679",8628,355560
"15680",8629,224756
"15681",8638,472131
"15682",8640,44944
"15683",8641,69822
"15684",8648,1313750
"15685",8690,805329
"15686",8691,851771
"15687",8701,1579091
"15688",8721,596499
"15689",8722,299056
"15690",8723,950759
"15691",8724,1398978
"15692",8730,349133
"15693",8731,622397
"15694",8733,56964
"15695",8734,253021
"15696",8735,153868
"15697",8736,706105
"15698",8738,90142
"15699",8741,102614
"15700",8742,1076283
"15701",8750,336250
"15702",8751,75948
"15703",8752,84786
"15704",8753,2050966
"15705",8755,928848
"15706",8757,721207
"15707",8758,259734
"15708",8759,823219
"15709",8801,501633
"15710",8802,215150
"15711",8804,127279
"15712",8805,319806
"15713",8807,2045163
"15714",8809,278219
"15715",8810,350193
"15716",8812,577013
"15717",8816,2308748
"15718",8817,1451719
"15719",8820,2016577
"15720",8822,1657666
"15721",8823,384236
"15722",8824,601658
"15723",8825,183231
"15724",8826,249453
"15725",8827,211310
"15726",8828,73172
"15727",8829,144779
"15728",8830,610673
"15729",8831,2243407
"15730",8832,57511
"15731",8833,724456
"15732",8835,252674
"15733",8836,314974
"15734",8837,673331
"15735",8840,807723
"15736",8844,2044764
"15737",8846,432494
"15738",8848,350868
"15739",8850,362164
"15740",8852,859678
"15741",8853,326657
"15742",8854,1730683
"15743",8857,1430760
"15744",8859,750668
"15745",8861,880746
"15746",8863,385629
"15747",8865,746401
"15748",8867,304267
"15749",8869,260437
"15750",8872,600796
"15751",8873,2019976
"15752",8876,946819
"15753",8879,668281
"15754",8880,129208
"15755",8882,405329
"15756",8884,265752
"15757",8886,276936
"15758",8887,44899
"15759",8889,649290
"15760",8901,684969
"15761",8902,1421329
"15762",8904,529947
"15763",99999,2647080
"15764",0,45247243
"15765",87001,41618
"15766",87002,313704
"15767",87004,225134
"15768",87005,10317
"15769",87006,18625
"15770",87008,100714
"15771",87010,27753
"15772",87012,3215
"15773",87013,40080
"15774",87014,10194
"15775",87015,304174
"15776",87016,37557
"15777",87017,6388
"15778",87020,174379
"15779",87023,14733
"15780",87024,32122
"15781",87025,38091
"15782",87026,34907
"15783",87027,4606
"15784",87031,665291
"15785",87035,98140
"15786",87036,31118
"15787",87041,12570
"15788",87042,91461
"15789",87043,259529
"15790",87044,5155
"15791",87045,13737
"15792",87047,207921
"15793",87048,433471
"15794",87052,24272
"15795",87053,12619
"15796",87056,17500
"15797",87059,305294
"15798",87062,20595
"15799",87068,114924
"15800",87083,11198
"15801",87102,273435
"15802",87104,332613
"15803",87105,737591
"15804",87106,544051
"15805",87107,869461
"15806",87108,564328
"15807",87109,968829
"15808",87110,1021986
"15809",87111,2101463
"15810",87112,1008481
"15811",87113,437439
"15812",87114,1597669
"15813",87116,63886
"15814",87120,1542677
"15815",87121,948281
"15816",87122,1021619
"15817",87123,930619
"15818",87124,1232034
"15819",87144,940196
"15820",87301,339142
"15821",87312,6117
"15822",87317,15692
"15823",87321,22830
"15824",87323,31235
"15825",87401,891126
"15826",87402,381153
"15827",87410,342037
"15828",87412,14015
"15829",87413,281092
"15830",87415,68387
"15831",87416,50650
"15832",87417,145626
"15833",87418,27565
"15834",87419,6042
"15835",87420,119171
"15836",87421,28489
"15837",87501,801485
"15838",87505,1106001
"15839",87506,827693
"15840",87507,856603
"15841",87508,590019
"15842",87510,26317
"15843",87520,23045
"15844",87521,10783
"15845",87522,49846
"15846",87528,35470
"15847",87529,89888
"15848",87530,16431
"15849",87531,4458
"15850",87532,282251
"15851",87535,28879
"15852",87537,16244
"15853",87539,3927
"15854",87540,39230
"15855",87544,876404
"15856",87549,16535
"15857",87551,7894
"15858",87552,50436
"15859",87553,19096
"15860",87556,34866
"15861",87557,116981
"15862",87560,16978
"15863",87565,6809
"15864",87566,39228
"15865",87567,76029
"15866",87571,225161
"15867",87575,10050
"15868",87579,8412
"15869",87701,271463
"15870",87711,5712
"15871",87714,19809
"15872",87715,6290
"15873",87718,7284
"15874",87722,4521
"15875",87723,3335
"15876",87728,5032
"15877",87731,6166
"15878",87732,22255
"15879",87734,2989
"15880",87740,121479
"15881",87742,12824
"15882",87743,6042
"15883",87745,8982
"15884",87747,20349
"15885",87752,4745
"15886",87801,157200
"15887",87821,7940
"15888",87823,11821
"15889",87825,33666
"15890",87827,4518
"15891",87828,3014
"15892",87829,11559
"15893",87830,12467
"15894",87832,13230
"15895",87901,76588
"15896",87930,7818
"15897",87931,8277
"15898",87936,5096
"15899",87937,39327
"15900",87940,5034
"15901",87941,12940
"15902",87942,16437
"15903",88001,401640
"15904",88002,18660
"15905",88005,506577
"15906",88007,451729
"15907",88008,133741
"15908",88011,853668
"15909",88012,432747
"15910",88020,11967
"15911",88021,201217
"15912",88022,12437
"15913",88023,41487
"15914",88024,3225
"15915",88030,267501
"15916",88039,6542
"15917",88041,11203
"15918",88042,5256
"15919",88043,19043
"15920",88044,49743
"15921",88045,52990
"15922",88047,86760
"15923",88048,44056
"15924",88049,17440
"15925",88061,265680
"15926",88063,104833
"15927",88072,12366
"15928",88081,131697
"15929",88101,801812
"15930",88116,5264
"15931",88119,37592
"15932",88124,16616
"15933",88130,262182
"15934",88135,26926
"15935",88201,554232
"15936",88203,363210
"15937",88210,426687
"15938",88220,856976
"15939",88230,71191
"15940",88232,31663
"15941",88240,787725
"15942",88242,242571
"15943",88250,4941
"15944",88252,52908
"15945",88253,18598
"15946",88256,37601
"15947",88260,372943
"15948",88265,8571
"15949",88267,26919
"15950",88301,19877
"15951",88310,601731
"15952",88311,45802
"15953",88312,77149
"15954",88316,33639
"15955",88317,43201
"15956",88318,6614
"15957",88330,52140
"15958",88336,3219
"15959",88337,51951
"15960",88339,15456
"15961",88340,39046
"15962",88341,10803
"15963",88345,101673
"15964",88346,40194
"15965",88348,4035
"15966",88352,75683
"15967",88401,84792
"15968",88415,51582
"15969",88418,5461
"15970",88426,22173
"15971",88434,6557
"15972",88435,40443
"15973",99999,3722898
"15974",0,723835791
"15975",10001,2127995
"15976",10002,2033619
"15977",10003,6229147
"15978",10004,904779
"15979",10005,5371221
"15980",10006,428551
"15981",10007,1733784
"15982",10009,2336842
"15983",10010,3472481
"15984",10011,7536603
"15985",10012,2720880
"15986",10013,4935026
"15987",10014,4930162
"15988",10016,8814856
"15989",10017,4126925
"15990",10018,2573118
"15991",10019,6108825
"15992",10021,11877178
"15993",10022,10328745
"15994",10023,10861855
"15995",10024,9317798
"15996",10025,6184796
"15997",10026,1008610
"15998",10027,1417654
"15999",10028,9092931
"16000",10029,1736681
"16001",10030,478156
"16002",10031,1014945
"16003",10032,1014325
"16004",10033,1085242
"16005",10034,774547
"16006",10035,609558
"16007",10036,3729634
"16008",10037,449823
"16009",10038,1446450
"16010",10039,473199
"16011",10040,820286
"16012",10044,351563
"16013",10065,7060114
"16014",10069,1276318
"16015",10075,5912074
"16016",10128,10972659
"16017",10162,180653
"16018",10280,794352
"16019",10282,979680
"16020",10301,1103924
"16021",10302,365038
"16022",10303,495884
"16023",10304,1218307
"16024",10305,1103047
"16025",10306,1763456
"16026",10307,533530
"16027",10308,943098
"16028",10309,1145489
"16029",10310,632212
"16030",10312,2167264
"16031",10314,2619150
"16032",10451,652966
"16033",10452,875934
"16034",10453,885440
"16035",10454,367537
"16036",10455,434729
"16037",10456,925728
"16038",10457,764660
"16039",10458,866120
"16040",10459,542108
"16041",10460,635242
"16042",10461,1105759
"16043",10462,1495011
"16044",10463,2003887
"16045",10464,165381
"16046",10465,1090084
"16047",10466,1129756
"16048",10467,1368864
"16049",10468,952553
"16050",10469,1313311
"16051",10470,348229
"16052",10471,1173797
"16053",10472,757519
"16054",10473,989518
"16055",10474,122362
"16056",10475,991380
"16057",10501,98162
"16058",10502,426666
"16059",10504,2274575
"16060",10505,63799
"16061",10506,1041844
"16062",10507,452277
"16063",10509,804587
"16064",10510,1286594
"16065",10511,77827
"16066",10512,1011552
"16067",10514,2398763
"16068",10516,281481
"16069",10518,107688
"16070",10520,806816
"16071",10522,682122
"16072",10523,328716
"16073",10524,339647
"16074",10526,149001
"16075",10527,61031
"16076",10528,1338600
"16077",10530,920070
"16078",10532,240828
"16079",10533,849585
"16080",10535,23046
"16081",10536,1377853
"16082",10537,72617
"16083",10538,2937868
"16084",10541,1036566
"16085",10543,1418794
"16086",10546,152948
"16087",10547,271014
"16088",10548,124227
"16089",10549,1676875
"16090",10550,650014
"16091",10552,780938
"16092",10553,267506
"16093",10560,420664
"16094",10562,1244453
"16095",10566,650192
"16096",10567,962546
"16097",10570,980865
"16098",10573,1691594
"16099",10576,717942
"16100",10577,1031228
"16101",10578,39299
"16102",10579,397525
"16103",10580,3953749
"16104",10583,7556935
"16105",10588,105054
"16106",10589,557905
"16107",10590,530148
"16108",10591,1360808
"16109",10594,300484
"16110",10595,372786
"16111",10597,175198
"16112",10598,1610422
"16113",10601,775524
"16114",10603,746522
"16115",10604,682456
"16116",10605,1391609
"16117",10606,610124
"16118",10607,336356
"16119",10701,1253549
"16120",10703,530843
"16121",10704,990685
"16122",10705,792458
"16123",10706,727306
"16124",10707,545787
"16125",10708,3141002
"16126",10709,597585
"16127",10710,1025773
"16128",10801,1164488
"16129",10803,1245298
"16130",10804,1536773
"16131",10805,594843
"16132",10901,1194845
"16133",10913,313824
"16134",10916,202161
"16135",10917,87699
"16136",10918,416927
"16137",10919,39936
"16138",10920,366364
"16139",10921,153755
"16140",10923,292009
"16141",10924,546375
"16142",10925,168089
"16143",10926,127737
"16144",10927,231996
"16145",10928,116606
"16146",10930,379878
"16147",10931,26576
"16148",10940,1176455
"16149",10941,397753
"16150",10950,1160627
"16151",10952,1065613
"16152",10954,955029
"16153",10956,1804606
"16154",10958,106806
"16155",10960,737742
"16156",10962,250164
"16157",10963,73435
"16158",10964,144630
"16159",10965,719476
"16160",10968,152352
"16161",10969,38324
"16162",10970,390271
"16163",10973,78558
"16164",10974,126546
"16165",10975,8579
"16166",10976,55961
"16167",10977,1272042
"16168",10980,553710
"16169",10983,282003
"16170",10984,105268
"16171",10985,12089
"16172",10986,80631
"16173",10987,305619
"16174",10989,430485
"16175",10990,966166
"16176",10992,346735
"16177",10993,110932
"16178",10994,422517
"16179",10996,79276
"16180",10998,109482
"16181",11001,1132235
"16182",11003,1141839
"16183",11004,425523
"16184",11005,177157
"16185",11010,874574
"16186",11020,554523
"16187",11021,1524069
"16188",11023,690445
"16189",11024,1071025
"16190",11030,2761352
"16191",11040,1959605
"16192",11050,2602561
"16193",11096,142162
"16194",11101,985624
"16195",11102,902508
"16196",11103,969159
"16197",11104,776132
"16198",11105,1025761
"16199",11106,1051783
"16200",11109,467910
"16201",11201,5197678
"16202",11203,1355634
"16203",11204,1629709
"16204",11205,1023360
"16205",11206,1162178
"16206",11207,1216052
"16207",11208,1189242
"16208",11209,2309786
"16209",11210,1917008
"16210",11211,1822086
"16211",11212,1050854
"16212",11213,975809
"16213",11214,1582385
"16214",11215,3965200
"16215",11216,1112530
"16216",11217,1977420
"16217",11218,1652281
"16218",11219,1386109
"16219",11220,1377267
"16220",11221,1178856
"16221",11222,1284758
"16222",11223,1996061
"16223",11224,726459
"16224",11225,1243230
"16225",11226,1741717
"16226",11228,1094666
"16227",11229,1951637
"16228",11230,2217478
"16229",11231,1913607
"16230",11232,442176
"16231",11233,1027186
"16232",11234,2449778
"16233",11235,1954368
"16234",11236,1849528
"16235",11237,695514
"16236",11238,2102096
"16237",11239,249734
"16238",11354,1023869
"16239",11355,1307545
"16240",11356,515291
"16241",11357,1489003
"16242",11358,1021892
"16243",11360,848670
"16244",11361,859145
"16245",11362,647724
"16246",11363,378123
"16247",11364,1131429
"16248",11365,1108366
"16249",11366,425878
"16250",11367,1011705
"16251",11368,1266352
"16252",11369,592669
"16253",11370,542058
"16254",11372,1399272
"16255",11373,1559337
"16256",11374,1251998
"16257",11375,3006605
"16258",11377,1692841
"16259",11378,858779
"16260",11379,1081815
"16261",11385,1948325
"16262",11411,508979
"16263",11412,745809
"16264",11413,940867
"16265",11414,817929
"16266",11415,567144
"16267",11416,383883
"16268",11417,579544
"16269",11418,670034
"16270",11419,737213
"16271",11420,839487
"16272",11421,746964
"16273",11422,730375
"16274",11423,657303
"16275",11426,529466
"16276",11427,629520
"16277",11428,429292
"16278",11429,520269
"16279",11430,8498
"16280",11432,1206344
"16281",11433,521098
"16282",11434,1232331
"16283",11435,990811
"16284",11436,336602
"16285",11501,762578
"16286",11507,437476
"16287",11509,238569
"16288",11510,1232226
"16289",11514,188719
"16290",11516,414961
"16291",11518,561446
"16292",11520,1123133
"16293",11530,3217662
"16294",11542,1005707
"16295",11545,1829914
"16296",11548,74616
"16297",11550,1075596
"16298",11552,918005
"16299",11553,573493
"16300",11554,1472075
"16301",11557,721773
"16302",11558,280501
"16303",11559,1203225
"16304",11560,1016393
"16305",11561,1677685
"16306",11563,915453
"16307",11565,449726
"16308",11566,2032823
"16309",11568,918575
"16310",11570,1924947
"16311",11572,1363411
"16312",11575,330339
"16313",11576,1612190
"16314",11577,1028063
"16315",11579,347794
"16316",11580,1319906
"16317",11581,873912
"16318",11590,1586197
"16319",11596,584153
"16320",11598,994216
"16321",11691,821594
"16322",11692,286523
"16323",11693,253044
"16324",11694,756415
"16325",11697,169732
"16326",11701,767786
"16327",11702,730735
"16328",11703,565830
"16329",11704,1172612
"16330",11705,390950
"16331",11706,1678272
"16332",11709,329191
