"","ZIPCODE","total_income"
"14112",65760,7567
"14113",65761,14736
"14114",65762,4964
"14115",65764,13698
"14116",65767,29329
"14117",65768,6228
"14118",65769,42760
"14119",65770,55472
"14120",65771,28835
"14121",65772,29212
"14122",65773,6234
"14123",65774,11034
"14124",65775,416212
"14125",65777,3325
"14126",65778,6407
"14127",65779,25732
"14128",65781,178580
"14129",65785,78615
"14130",65786,26581
"14131",65787,31473
"14132",65788,5877
"14133",65789,26146
"14134",65790,9898
"14135",65791,58538
"14136",65793,88789
"14137",65802,703790
"14138",65803,657733
"14139",65804,1098315
"14140",65806,82881
"14141",65807,945046
"14142",65809,756105
"14143",65810,741023
"14144",99999,1349578
"14145",0,25706310
"14146",59001,44407
"14147",59003,18149
"14148",59006,17050
"14149",59008,6711
"14150",59011,81674
"14151",59014,30616
"14152",59015,10084
"14153",59016,10179
"14154",59019,119522
"14155",59022,33126
"14156",59024,7762
"14157",59027,20940
"14158",59028,9419
"14159",59029,13718
"14160",59030,30083
"14161",59031,5188
"14162",59032,8538
"14163",59034,91324
"14164",59037,54464
"14165",59038,14485
"14166",59041,51945
"14167",59044,310692
"14168",59046,10843
"14169",59047,302950
"14170",59050,20192
"14171",59053,4760
"14172",59057,21378
"14173",59061,6637
"14174",59063,55400
"14175",59064,5012
"14176",59065,6081
"14177",59068,122395
"14178",59069,11228
"14179",59070,28751
"14180",59072,87556
"14181",59074,8947
"14182",59075,4884
"14183",59079,89561
"14184",59086,17259
"14185",59087,7042
"14186",59088,30651
"14187",59089,3816
"14188",59101,805988
"14189",59102,1394962
"14190",59105,852968
"14191",59106,818043
"14192",59201,85275
"14193",59212,23772
"14194",59213,14184
"14195",59215,26523
"14196",59218,46857
"14197",59219,7617
"14198",59221,63316
"14199",59222,5804
"14200",59223,15035
"14201",59225,7489
"14202",59226,13695
"14203",59230,125030
"14204",59241,7617
"14205",59243,20491
"14206",59247,9545
"14207",59248,15741
"14208",59254,72510
"14209",59255,42109
"14210",59259,11531
"14211",59261,9852
"14212",59262,19643
"14213",59263,40922
"14214",59270,380592
"14215",59275,14227
"14216",59301,308652
"14217",59313,108632
"14218",59317,28593
"14219",59324,17068
"14220",59326,5861
"14221",59327,68455
"14222",59330,240366
"14223",59336,7053
"14224",59337,17926
"14225",59344,10459
"14226",59347,5354
"14227",59349,20227
"14228",59353,27792
"14229",59401,240528
"14230",59404,746173
"14231",59405,643200
"14232",59412,36404
"14233",59414,19555
"14234",59416,9981
"14235",59417,77680
"14236",59420,5812
"14237",59421,42520
"14238",59422,60746
"14239",59425,75276
"14240",59427,92952
"14241",59430,12190
"14242",59433,13101
"14243",59436,47128
"14244",59442,42882
"14245",59443,16088
"14246",59444,4518
"14247",59446,11990
"14248",59447,4772
"14249",59450,9056
"14250",59451,7057
"14251",59452,13572
"14252",59453,5382
"14253",59456,3774
"14254",59457,212847
"14255",59460,5240
"14256",59464,10946
"14257",59468,14793
"14258",59471,5149
"14259",59472,14839
"14260",59474,76951
"14261",59479,15754
"14262",59480,7165
"14263",59482,15450
"14264",59483,11147
"14265",59484,5062
"14266",59486,25728
"14267",59487,24745
"14268",59489,7584
"14269",59501,293862
"14270",59520,25789
"14271",59521,32729
"14272",59522,30823
"14273",59523,51372
"14274",59524,5967
"14275",59525,7760
"14276",59526,31699
"14277",59528,5905
"14278",59531,5554
"14279",59538,63799
"14280",59540,8884
"14281",59542,4979
"14282",59601,803197
"14283",59602,662430
"14284",59632,38798
"14285",59634,186248
"14286",59635,176163
"14287",59639,23653
"14288",59643,7247
"14289",59644,91063
"14290",59645,27825
"14291",59648,13329
"14292",59701,742593
"14293",59711,186488
"14294",59714,456329
"14295",59715,1036618
"14296",59718,895427
"14297",59720,7565
"14298",59721,8040
"14299",59722,80798
"14300",59725,174775
"14301",59729,68461
"14302",59730,56782
"14303",59731,5129
"14304",59739,4963
"14305",59741,127578
"14306",59749,36398
"14307",59750,9258
"14308",59752,84717
"14309",59754,25116
"14310",59758,49080
"14311",59759,73544
"14312",59761,5959
"14313",59762,6784
"14314",59801,552604
"14315",59802,430818
"14316",59803,515664
"14317",59804,237871
"14318",59808,544482
"14319",59820,27320
"14320",59821,40354
"14321",59823,37575
"14322",59824,26585
"14323",59825,49478
"14324",59826,12441
"14325",59827,5338
"14326",59828,127405
"14327",59829,48933
"14328",59831,4257
"14329",59832,16661
"14330",59833,146041
"14331",59834,70403
"14332",59837,6932
"14333",59840,322158
"14334",59844,8474
"14335",59845,12848
"14336",59846,34443
"14337",59847,149044
"14338",59853,12790
"14339",59854,6508
"14340",59858,33670
"14341",59859,61460
"14342",59860,225658
"14343",59864,94222
"14344",59865,49359
"14345",59866,16052
"14346",59868,52780
"14347",59870,220468
"14348",59872,41984
"14349",59873,58775
"14350",59874,27223
"14351",59875,84401
"14352",59901,1110720
"14353",59910,9881
"14354",59911,235404
"14355",59912,297923
"14356",59914,7144
"14357",59915,3980
"14358",59917,82524
"14359",59920,35853
"14360",59922,69611
"14361",59923,170054
"14362",59925,24499
"14363",59926,6944
"14364",59930,12478
"14365",59931,7427
"14366",59932,36895
"14367",59935,63075
"14368",59937,498168
"14369",99999,1529842
"14370",0,52076510
"14371",68002,66887
"14372",68003,164519
"14373",68004,23036
"14374",68005,555371
"14375",68007,424138
"14376",68008,380233
"14377",68014,6485
"14378",68015,24789
"14379",68017,49260
"14380",68018,14818
"14381",68019,12588
"14382",68020,15196
"14383",68022,1075937
"14384",68023,98146
"14385",68025,741110
"14386",68028,469599
"14387",68029,22648
"14388",68030,20851
"14389",68031,46908
"14390",68033,11845
"14391",68034,25871
"14392",68036,9065
"14393",68037,73070
"14394",68038,34879
"14395",68039,7524
"14396",68040,9328
"14397",68041,24983
"14398",68044,19525
"14399",68045,46227
"14400",68046,933857
"14401",68047,56255
"14402",68048,357014
"14403",68050,12942
"14404",68055,6033
"14405",68057,39677
"14406",68058,12568
"14407",68059,118297
"14408",68061,56436
"14409",68062,9396
"14410",68064,114087
"14411",68065,40259
"14412",68066,149606
"14413",68067,18321
"14414",68069,187946
"14415",68070,18844
"14416",68071,24385
"14417",68073,65308
"14418",68102,210136
"14419",68104,614486
"14420",68105,395490
"14421",68106,529175
"14422",68107,386436
"14423",68108,205771
"14424",68110,76813
"14425",68111,215770
"14426",68112,221492
"14427",68113,24001
"14428",68114,980865
"14429",68116,1186334
"14430",68117,157710
"14431",68118,578858
"14432",68122,326017
"14433",68123,807677
"14434",68124,789279
"14435",68127,587111
"14436",68128,536163
"14437",68130,1245536
"14438",68131,202308
"14439",68132,575189
"14440",68133,422371
"14441",68134,624108
"14442",68135,1125912
"14443",68136,616732
"14444",68137,719809
"14445",68138,334320
"14446",68142,174901
"14447",68144,831944
"14448",68147,233697
"14449",68152,241467
"14450",68154,1139616
"14451",68157,134715
"14452",68164,915946
"14453",68301,43840
"14454",68303,4613
"14455",68304,8314
"14456",68305,109294
"14457",68307,14596
"14458",68310,316992
"14459",68313,23648
"14460",68314,8935
"14461",68316,12640
"14462",68317,59286
"14463",68318,8847
"14464",68319,16845
"14465",68320,9000
"14466",68321,8965
"14467",68322,17890
"14468",68323,5705
"14469",68326,10161
"14470",68327,9161
"14471",68328,13358
"14472",68329,15938
"14473",68331,29419
"14474",68333,170717
"14475",68335,20036
"14476",68336,18221
"14477",68337,7950
"14478",68338,11778
"14479",68339,49115
"14480",68340,22928
"14481",68341,30741
"14482",68342,16849
"14483",68343,25215
"14484",68344,9092
"14485",68345,5310
"14486",68346,10746
"14487",68347,84030
"14488",68348,5534
"14489",68349,28513
"14490",68350,3921
"14491",68351,25432
"14492",68352,125229
"14493",68354,24642
"14494",68355,118370
"14495",68357,11236
"14496",68358,55765
"14497",68359,45824
"14498",68360,18774
"14499",68361,72092
"14500",68365,6163
"14501",68366,30545
"14502",68367,18756
"14503",68368,15350
"14504",68370,54299
"14505",68371,58557
"14506",68372,94845
"14507",68376,30002
"14508",68377,11690
"14509",68378,17743
"14510",68401,20764
"14511",68402,38685
"14512",68404,30794
"14513",68405,87152
"14514",68406,10824
"14515",68407,31896
"14516",68409,29766
"14517",68410,206996
"14518",68413,16056
"14519",68414,6603
"14520",68415,15185
"14521",68416,4909
"14522",68417,6985
"14523",68418,30009
"14524",68420,26060
"14525",68421,17226
"14526",68422,16178
"14527",68423,31709
"14528",68424,19938
"14529",68428,54758
"14530",68430,77315
"14531",68431,8066
"14532",68433,4841
"14533",68434,270918
"14534",68436,27718
"14535",68437,7540
"14536",68439,12374
"14537",68441,4913
"14538",68442,8068
"14539",68443,22515
"14540",68446,73782
"14541",68447,23432
"14542",68448,12650
"14543",68450,47989
"14544",68453,8669
"14545",68454,19129
"14546",68455,20665
"14547",68456,33357
"14548",68457,7245
"14549",68460,34128
"14550",68461,54315
"14551",68462,119046
"14552",68463,40151
"14553",68464,10465
"14554",68465,56129
"14555",68466,33903
"14556",68467,260669
"14557",68502,639992
"14558",68503,174120
"14559",68504,271011
"14560",68505,381090
"14561",68506,853710
"14562",68507,328198
"14563",68508,112044
"14564",68510,528954
"14565",68512,558791
"14566",68516,1677899
"14567",68517,21614
"14568",68520,155938
"14569",68521,711364
"14570",68522,262232
"14571",68523,73232
"14572",68524,108096
"14573",68526,308715
"14574",68527,52007
"14575",68528,157703
"14576",68532,27116
"14577",68601,747154
"14578",68620,95085
"14579",68621,17751
"14580",68622,7630
"14581",68623,5248
"14582",68624,24814
"14583",68626,17953
"14584",68627,16202
"14585",68628,21767
"14586",68629,32347
"14587",68631,10871
"14588",68632,93139
"14589",68633,29568
"14590",68635,11488
"14591",68636,37526
"14592",68637,5905
"14593",68638,34881
"14594",68640,36563
"14595",68641,30007
"14596",68642,56036
"14597",68643,26452
"14598",68644,26648
"14599",68647,16639
"14600",68648,14299
"14601",68649,47467
"14602",68651,39944
"14603",68652,21063
"14604",68653,23909
"14605",68654,16207
"14606",68658,19652
"14607",68660,26005
"14608",68661,148731
"14609",68662,32081
"14610",68663,14342
"14611",68665,19299
"14612",68666,41210
"14613",68669,14625
"14614",68701,761360
"14615",68710,18772
"14616",68713,55568
"14617",68714,29206
"14618",68715,39006
"14619",68716,22191
"14620",68718,40455
"14621",68720,8991
"14622",68722,9748
"14623",68723,14133
"14624",68725,10007
"14625",68726,18238
"14626",68727,20742
"14627",68728,4680
"14628",68729,37491
"14629",68730,43637
"14630",68731,63304
"14631",68732,5542
"14632",68733,27755
"14633",68735,18710
"14634",68736,12933
"14635",68739,76373
"14636",68740,19509
"14637",68741,18977
"14638",68742,3541
"14639",68743,21976
"14640",68745,44301
"14641",68746,6934
"14642",68748,66191
"14643",68752,20506
"14644",68755,4808
"14645",68756,50370
"14646",68757,14613
"14647",68758,27470
"14648",68759,4131
"14649",68760,17304
"14650",68761,7653
"14651",68763,125131
"14652",68764,16427
"14653",68765,37497
"14654",68766,8657
"14655",68767,86300
"14656",68768,15710
"14657",68769,42716
"14658",68770,39741
"14659",68771,40212
"14660",68774,7212
"14661",68776,268677
"14662",68777,13690
"14663",68778,11354
"14664",68779,53356
"14665",68780,21304
"14666",68781,40697
"14667",68783,16752
"14668",68784,49358
"14669",68785,8549
"14670",68786,27786
"14671",68787,135663
"14672",68788,140967
"14673",68790,18663
"14674",68791,51676
"14675",68792,8406
"14676",68801,639717
"14677",68803,634182
"14678",68810,20043
"14679",68812,19816
"14680",68813,13386
"14681",68814,17893
"14682",68815,15727
"14683",68817,6599
"14684",68818,165040
"14685",68820,8801
"14686",68822,111041
"14687",68823,45950
"14688",68824,39740
"14689",68825,21886
"14690",68826,88618
"14691",68827,20443
"14692",68828,4369
"14693",68831,19366
"14694",68832,87309
"14695",68833,4652
"14696",68834,4922
"14697",68835,9472
"14698",68836,46810
"14699",68838,6015
"14700",68840,69029
"14701",68841,23334
"14702",68842,12482
"14703",68843,32665
"14704",68845,595853
"14705",68846,7797
"14706",68847,416159
"14707",68850,227281
"14708",68852,12652
"14709",68853,31499
"14710",68854,24804
"14711",68855,6883
"14712",68856,18264
"14713",68858,6536
"14714",68859,10783
"14715",68860,6552
"14716",68862,68542
"14717",68863,25115
"14718",68864,23898
"14719",68865,39613
"14720",68866,27836
"14721",68869,48175
"14722",68870,15727
"14723",68871,4203
"14724",68872,21688
"14725",68873,78517
"14726",68874,15991
"14727",68875,9460
"14728",68876,41763
"14729",68878,7752
"14730",68879,5530
"14731",68882,8519
"14732",68883,69945
"14733",68901,660605
"14734",68920,33010
"14735",68922,34183
"14736",68924,40101
"14737",68925,16831
"14738",68926,14796
"14739",68927,33316
"14740",68928,10846
"14741",68930,29313
"14742",68932,10044
"14743",68933,24567
"14744",68935,19527
"14745",68937,51498
"14746",68938,15594
"14747",68939,26684
"14748",68940,14870
"14749",68941,22438
"14750",68942,9170
"14751",68943,7826
"14752",68944,24893
"14753",68947,18843
"14754",68948,6387
"14755",68949,204211
"14756",68950,7728
"14757",68955,66504
"14758",68956,34718
"14759",68957,14935
"14760",68958,18589
"14761",68959,131311
"14762",68961,16855
"14763",68966,15528
"14764",68967,26829
"14765",68970,27965
"14766",68971,10604
"14767",68973,13891
"14768",68974,5197
"14769",68977,5921
"14770",68978,48542
"14771",68979,57272
"14772",68980,15001
"14773",68981,12357
"14774",68982,22110
"14775",69001,224091
"14776",69020,11354
"14777",69021,34818
"14778",69022,48652
"14779",69023,9915
"14780",69024,25825
"14781",69025,20862
"14782",69028,21347
"14783",69029,8354
"14784",69030,6095
"14785",69032,9968
"14786",69033,85614
"14787",69034,21067
"14788",69038,10124
"14789",69040,10889
"14790",69043,13646
"14791",69044,17492
"14792",69045,22298
"14793",69101,695606
"14794",69120,21888
"14795",69121,4747
"14796",69122,15284
"14797",69123,22739
"14798",69125,8305
"14799",69127,16388
"14800",69128,5056
"14801",69129,29431
"14802",69130,115511
"14803",69131,17281
"14804",69133,8152
"14805",69134,9811
"14806",69138,119424
"14807",69140,52802
"14808",69141,10085
"14809",69143,40021
"14810",69145,70579
"14811",69146,5494
"14812",69147,10753
"14813",69149,19983
"14814",69150,15165
"14815",69151,16460
"14816",69152,17104
"14817",69153,138548
"14818",69154,24288
"14819",69155,24178
"14820",69156,21474
"14821",69162,269149
"14822",69163,19563
"14823",69165,44087
"14824",69166,11882
"14825",69167,6432
"14826",69168,5231
"14827",69169,15715
"14828",69170,6691
"14829",69201,96086
"14830",69210,53552
"14831",69211,8164
"14832",69217,11972
"14833",69301,260423
"14834",69333,4293
"14835",69334,44109
"14836",69336,61244
"14837",69337,121379
"14838",69339,28431
"14839",69341,245213
"14840",69343,48115
"14841",69345,8713
"14842",69346,12353
"14843",69347,25103
"14844",69348,39278
"14845",69350,9800
"14846",69352,10576
"14847",69356,32984
"14848",69357,77170
"14849",69358,35495
"14850",69360,20765
"14851",69361,381120
"14852",69366,5259
"14853",69367,3514
"14854",99999,537502
"14855",0,76879450
"14856",89001,19397
"14857",89002,930849
"14858",89005,496472
"14859",89008,23008
"14860",89010,7874
"14861",89011,750359
"14862",89012,1401931
"14863",89013,6222
"14864",89014,946066
"14865",89015,842910
"14866",89019,49602
"14867",89020,15905
"14868",89027,341885
"14869",89029,164594
"14870",89030,477297
"14871",89031,1317990
"14872",89032,731350
"14873",89040,60516
"14874",89043,19867
"14875",89044,806686
"14876",89045,58686
"14877",89046,10254
"14878",89048,313511
"14879",89049,62954
"14880",89052,2799050
"14881",89060,160344
"14882",89061,106248
"14883",89074,1800363
"14884",89081,634301
"14885",89084,662992
"14886",89085,116111
"14887",89086,95097
"14888",89101,438543
"14889",89102,651357
"14890",89103,1149547
"14891",89104,556315
"14892",89106,300170
"14893",89107,774767
"14894",89108,1063011
"14895",89109,948824
"14896",89110,1032431
"14897",89113,944588
"14898",89115,629770
"14899",89117,2036380
"14900",89118,508604
"14901",89119,756067
"14902",89120,608917
"14903",89121,1030136
"14904",89122,801165
"14905",89123,1559647
"14906",89124,23435
"14907",89128,903235
"14908",89129,1473082
"14909",89130,827648
"14910",89131,1495387
"14911",89134,1501658
"14912",89135,2113353
"14913",89138,633361
"14914",89139,937321
"14915",89141,1100429
"14916",89142,528506
"14917",89143,331322
"14918",89144,1051120
"14919",89145,1191676
"14920",89146,430114
"14921",89147,1246239
"14922",89148,1275020
"14923",89149,1108458
"14924",89156,403609
"14925",89161,15515
"14926",89166,431258
"14927",89169,472448
"14928",89178,922319
"14929",89179,220679
"14930",89183,836536
"14931",89301,118649
"14932",89310,10375
"14933",89311,5544
"14934",89316,34050
"14935",89403,331850
"14936",89406,478226
"14937",89408,407874
"14938",89410,308400
"14939",89413,94365
"14940",89414,8278
"14941",89415,68712
"14942",89418,6579
"14943",89419,75926
"14944",89423,460307
"14945",89425,7914
"14946",89429,108758
"14947",89430,13928
"14948",89431,572232
"14949",89433,280672
"14950",89434,614958
"14951",89436,1215154
"14952",89441,387848
"14953",89444,60465
"14954",89445,408157
"14955",89447,154962
"14956",89451,855069
"14957",89460,343717
"14958",89501,125994
"14959",89502,766401
"14960",89503,521374
"14961",89506,735862
"14962",89508,277341
"14963",89509,1279838
"14964",89510,117078
"14965",89511,1823811
"14966",89512,293304
"14967",89519,771881
"14968",89521,1064577
"14969",89523,1070325
"14970",89701,557887
"14971",89703,385282
"14972",89704,194817
"14973",89705,129015
"14974",89706,357706
"14975",89801,706296
"14976",89815,485860
"14977",89820,170275
"14978",89821,14253
"14979",89822,68740
"14980",89823,4942
"14981",89825,14215
"14982",89828,26027
"14983",89835,41468
"14984",99999,3947254
"14985",0,45310108
"14986",3031,640581
"14987",3032,228461
"14988",3033,221639
"14989",3034,152209
"14990",3036,206036
"14991",3037,150266
"14992",3038,1035406
"14993",3042,212511
"14994",3043,58932
"14995",3044,146553
"14996",3045,447890
"14997",3046,117988
"14998",3047,47028
"14999",3048,94320
"15000",3049,550151
"15001",3051,861991
"15002",3052,317144
"15003",3053,962902
"15004",3054,1012978
"15005",3055,447741
"15006",3057,108977
"15007",3060,646692
"15008",3062,1182580
"15009",3063,596435
"15010",3064,463388
"15011",3070,216080
"15012",3071,136970
"15013",3076,518101
"15014",3077,298832
"15015",3079,1114638
"15016",3082,55761
"15017",3084,44167
"15018",3086,146773
"15019",3087,922153
"15020",3101,101536
"15021",3102,668452
"15022",3103,719990
"15023",3104,1003582
"15024",3106,469979
"15025",3109,317360
"15026",3110,1345748
"15027",3216,57204
"15028",3217,54482
"15029",3218,29720
"15030",3220,169198
"15031",3221,60072
"15032",3222,140574
"15033",3223,122215
"15034",3224,87813
"15035",3225,87281
"15036",3226,104296
"15037",3227,34366
"15038",3229,290539
"15039",3230,26241
"15040",3233,27589
"15041",3234,128964
"15042",3235,166130
"15043",3237,74207
"15044",3240,26138
"15045",3241,24647
"15046",3242,140984
"15047",3243,24423
"15048",3244,198616
"15049",3245,62859
"15050",3246,411697
"15051",3249,279280
"15052",3251,50250
"15053",3253,243058
"15054",3254,212624
"15055",3255,80259
"15056",3256,56311
"15057",3257,268071
"15058",3258,82039
"15059",3259,9317
"15060",3261,129318
"15061",3262,30308
"15062",3263,95428
"15063",3264,123278
"15064",3266,47014
"15065",3268,35608
"15066",3269,97961
"15067",3275,303017
"15068",3276,190057
"15069",3278,90974
"15070",3279,13353
"15071",3280,27578
"15072",3281,267780
"15073",3282,22883
"15074",3284,22013
"15075",3285,40104
"15076",3287,41146
"15077",3290,169267
"15078",3291,5775
"15079",3301,944011
"15080",3303,387356
"15081",3304,362722
"15082",3307,156168
"15083",3431,677368
"15084",3440,70027
"15085",3441,7154
"15086",3442,31563
"15087",3443,26516
"15088",3444,70122
"15089",3445,18554
"15090",3446,158283
"15091",3447,62673
"15092",3448,19887
"15093",3449,80426
"15094",3450,36704
"15095",3451,86213
"15096",3452,149091
"15097",3455,62956
"15098",3456,19308
"15099",3457,28978
"15100",3458,270979
"15101",3461,150435
"15102",3462,69610
"15103",3464,30602
"15104",3465,45182
"15105",3466,49808
"15106",3467,58889
"15107",3470,103225
"15108",3561,146980
"15109",3570,151102
"15110",3574,66123
"15111",3576,60237
"15112",3579,9365
"15113",3580,73546
"15114",3581,78350
"15115",3582,40066
"15116",3583,26299
"15117",3584,84891
"15118",3585,58587
"15119",3586,29667
"15120",3588,39641
"15121",3590,11692
"15122",3592,23871
"15123",3593,11496
"15124",3598,67632
"15125",3601,10649
"15126",3602,72058
"15127",3603,114265
"15128",3605,21627
"15129",3607,7271
"15130",3608,124044
"15131",3609,16513
"15132",3740,23567
"15133",3741,113232
"15134",3743,285876
"15135",3745,42824
"15136",3748,157190
"15137",3750,91102
"15138",3752,18520
"15139",3753,164369
"15140",3755,724852
"15141",3765,12063
"15142",3766,344279
"15143",3768,127804
"15144",3770,36373
"15145",3771,21572
"15146",3773,177054
"15147",3774,42911
"15148",3777,39192
"15149",3779,19393
"15150",3780,10791
"15151",3781,69477
"15152",3782,136107
"15153",3784,130221
"15154",3785,42375
"15155",3801,1089030
"15156",3809,130341
"15157",3810,68618
"15158",3811,324447
"15159",3812,14896
"15160",3813,78406
"15161",3814,45552
"15162",3816,33854
"15163",3817,19967
"15164",3818,98817
"15165",3819,135834
"15166",3820,969409
"15167",3823,86300
"15168",3824,305369
"15169",3825,288930
"15170",3826,104417
"15171",3827,139659
"15172",3830,32662
"15173",3833,947501
"15174",3835,149771
"15175",3836,41085
"15176",3837,38870
"15177",3838,46403
"15178",3839,97260
"15179",3840,216871
"15180",3841,258220
"15181",3842,640523
"15182",3844,148263
"15183",3845,41651
"15184",3846,60750
"15185",3848,223639
"15186",3849,35999
"15187",3851,110037
"15188",3852,13199
"15189",3853,23350
"15190",3855,84418
"15191",3856,94296
"15192",3857,296791
"15193",3858,162338
"15194",3860,121333
"15195",3861,163087
"15196",3862,320416
"15197",3864,34291
"15198",3865,263986
"15199",3867,476455
"15200",3868,135609
"15201",3869,80857
"15202",3870,365883
"15203",3872,100415
"15204",3873,201034
"15205",3874,268776
"15206",3875,24956
"15207",3878,284609
"15208",3882,25146
"15209",3883,4700
"15210",3884,137153
"15211",3885,400796
"15212",3886,32601
"15213",3887,47577
"15214",3890,20333
"15215",3894,272414
"15216",99999,842765
"15217",0,344604378
"15218",7001,375499
"15219",7002,1647454
"15220",7003,1463509
"15221",7004,394285
"15222",7005,853498
"15223",7006,1771503
"15224",7008,526043
"15225",7009,659779
"15226",7010,797248
"15227",7011,772867
"15228",7012,492885
"15229",7013,1056072
"15230",7014,216402
"15231",7016,1208054
"15232",7017,575171
"15233",7018,429609
"15234",7020,704906
"15235",7021,360612
"15236",7022,240704
"15237",7023,379074
"15238",7024,1800166
"15239",7026,600506
"15240",7027,176764
"15241",7028,684332
"15242",7029,363131
"15243",7030,3809439
"15244",7031,498023
"15245",7032,894097
"15246",7033,268080
"15247",7034,289732
"15248",7035,405938
"15249",7036,1033570
"15250",7039,2734954
"15251",7040,1416728
"15252",7041,465253
"15253",7042,1773262
"15254",7043,1252687
"15255",7044,803051
"15256",7045,726436
"15257",7046,608890
"15258",7047,1297667
"15259",7050,468670
"15260",7052,2256407
"15261",7054,1173702
"15262",7055,1008256
"15263",7057,289925
"15264",7058,386045
"15265",7059,1647214
"15266",7060,890553
"15267",7062,316882
"15268",7063,265871
"15269",7064,109100
"15270",7065,773041
"15271",7066,690518
"15272",7067,706195
"15273",7068,428405
"15274",7069,607542
"15275",7070,847429
"15276",7071,662617
"15277",7072,195322
"15278",7073,281917
"15279",7074,90547
"15280",7075,341207
"15281",7076,1512090
"15282",7077,86910
"15283",7078,4097490
"15284",7079,1125911
"15285",7080,799975
"15286",7081,894335
"15287",7082,458076
"15288",7083,1766340
"15289",7086,638875
"15290",7087,1036787
"15291",7088,76090
"15292",7090,2853843
"15293",7092,501734
"15294",7093,1374827
"15295",7094,919659
"15296",7095,885264
"15297",7102,212129
"15298",7103,356338
"15299",7104,685150
"15300",7105,627092
"15301",7106,442746
"15302",7107,439934
"15303",7108,263234
"15304",7109,945129
"15305",7110,1191816
"15306",7111,864381
"15307",7112,362749
"15308",7114,99269
"15309",7201,386020
"15310",7202,629187
"15311",7203,482387
"15312",7204,396958
"15313",7205,566277
"15314",7206,343220
"15315",7208,618819
"15316",7302,2552947
"15317",7304,790457
"15318",7305,1336989
"15319",7306,1136676
"15320",7307,960849
"15321",7310,860414
"15322",7311,46503
"15323",7401,603554
"15324",7403,281655
"15325",7405,1088882
"15326",7407,558652
"15327",7410,1380339
"15328",7416,146246
"15329",7417,1665294
"15330",7418,86542
"15331",7419,316287
"15332",7420,141906
"15333",7421,271229
"15334",7422,219631
"15335",7423,453516
"15336",7424,886143
"15337",7430,1545713
"15338",7432,336162
"15339",7435,120506
"15340",7436,654646
"15341",7438,456396
"15342",7439,74225
"15343",7440,177271
"15344",7442,397347
"15345",7444,557974
"15346",7446,1009640
"15347",7450,2454704
"15348",7452,857138
"15349",7456,555194
"15350",7457,178720
"15351",7458,1958722
"15352",7460,128647
"15353",7461,600723
"15354",7462,202468
"15355",7463,412599
"15356",7465,263304
"15357",7470,2686633
"15358",7480,617725
"15359",7481,1506930
"15360",7501,361461
"15361",7502,263073
"15362",7503,260065
"15363",7504,222864
"15364",7505,26285
"15365",7506,661258
"15366",7508,659625
"15367",7512,397462
"15368",7513,161846
"15369",7514,277827
"15370",7522,232418
"15371",7524,153440
"15372",7601,1271943
"15373",7603,237378
"15374",7604,464885
"15375",7605,404911
"15376",7606,69944
"15377",7607,361014
"15378",7621,936176
"15379",7624,562061
"15380",7626,723347
"15381",7627,488836
"15382",7628,606540
"15383",7630,355001
"15384",7631,1946267
"15385",7632,571928
"15386",7640,308966
"15387",7641,262204
"15388",7642,529331
"15389",7643,295535
"15390",7644,557336
"15391",7645,546114
"15392",7646,602161
"15393",7647,213753
"15394",7648,352857
"15395",7649,571697
"15396",7650,436538
"15397",7652,1273200
"15398",7656,518177
"15399",7657,332813
"15400",7660,379053
"15401",7661,532751
"15402",7662,196512
"15403",7663,491201
"15404",7666,2105644
"15405",7670,1544360
"15406",7675,1684460
"15407",7676,502558
"15408",7677,617956
"15409",7701,1106032
"15410",7702,268868
"15411",7704,629946
"15412",7711,99767
"15413",7712,1364665
"15414",7716,426457
"15415",7717,119766
"15416",7718,220724
"15417",7719,942570
"15418",7720,159599
"15419",7721,86857
"15420",7722,1144462
"15421",7723,75280
"15422",7724,845267
"15423",7726,2199607
"15424",7727,329559
"15425",7728,2182129
"15426",7730,626218
"15427",7731,1357629
"15428",7732,167658
"15429",7733,1473847
"15430",7734,261669
"15431",7735,521739
"15432",7737,164678
"15433",7738,373376
"15434",7739,571921
"15435",7740,763412
"15436",7746,1155116
"15437",7747,1292641
"15438",7748,1362754
"15439",7750,263896
"15440",7751,1313935
"15441",7753,1116264
"15442",7755,293258
"15443",7756,122501
"15444",7757,295782
"15445",7758,165763
"15446",7760,1495217
"15447",7762,561380
"15448",7764,307508
"15449",7801,553796
"15450",7803,124038
"15451",7821,403510
"15452",7822,42974
"15453",7823,227776
"15454",7825,355508
"15455",7826,208815
"15456",7827,103023
"15457",7828,450795
"15458",7830,493104
"15459",7832,135425
"15460",7834,1002969
"15461",7836,587607
"15462",7838,117597
"15463",7840,1111862
"15464",7843,386373
"15465",7847,55875
"15466",7848,179258
"15467",7849,362725
"15468",7850,215464
"15469",7851,14709
"15470",7852,163756
"15471",7853,847167
"15472",7856,180444
"15473",7857,85478
"15474",7860,885745
"15475",7863,133486
"15476",7865,101278
"15477",7866,973566
"15478",7869,1594860
"15479",7871,1154686
"15480",7874,317509
"15481",7876,503600
"15482",7882,472571
"15483",7885,331344
"15484",7901,3011892
"15485",7920,2562294
"15486",7921,549203
"15487",7922,878581
"15488",7924,1021680
"15489",7927,213276
"15490",7928,2247687
"15491",7930,839103
"15492",7931,1469323
"15493",7932,822875
"15494",7933,185846
"15495",7934,173474
"15496",7935,74443
"15497",7936,677221
"15498",7940,1243240
